0,1,2,3,4,5,6
1.0,1.3,1.33,1.33,1.34,1.34,1.34
0.0,1.0,1.19,1.2,1.25,1.27,1.29
1.0,1.41,1.41,1.41,1.41,1.41,1.41
1.0,1.17,1.18,1.26,1.26,1.27,1.27
1.0,1.26,1.29,1.3,1.31,1.33,1.33
1.0,1.19,1.2,1.22,1.23,1.26,1.27
1.0,1.29,1.3,1.31,1.31,1.32,1.32
1.0,1.23,1.35,1.35,1.36,1.36,1.36
1.0,1.21,1.27,1.28,1.31,1.31,1.33
1.0,1.17,1.2,1.23,1.27,1.27,1.27
1.0,1.06,1.24,1.24,1.25,1.25,1.28
1.0,1.25,1.27,1.32,1.32,1.33,1.33
1.0,1.18,1.23,1.3,1.3,1.3,1.32
1.0,1.22,1.29,1.31,1.31,1.32,1.32
1.0,1.08,1.28,1.28,1.29,1.29,1.29
0.0,1.0,1.25,1.26,1.27,1.29,1.29
1.0,1.05,1.14,1.18,1.2,1.23,1.24
1.0,1.31,1.34,1.34,1.34,1.34,1.35
1.0,1.27,1.27,1.33,1.36,1.36,1.36
0.0,1.0,1.28,1.29,1.3,1.3,1.31
1.0,1.28,1.31,1.31,1.33,1.33,1.33
1.0,1.27,1.3,1.32,1.32,1.32,1.33
1.0,1.3,1.3,1.3,1.32,1.32,1.32
1.0,1.06,1.08,1.29,1.29,1.32,1.32
0.0,1.0,1.25,1.26,1.27,1.29,1.29
1.0,1.23,1.24,1.27,1.28,1.29,1.3
1.0,1.19,1.24,1.27,1.28,1.32,1.32
1.0,1.24,1.24,1.27,1.28,1.31,1.33
1.0,1.21,1.28,1.29,1.29,1.29,1.3
1.0,1.08,1.14,1.23,1.23,1.23,1.24
1.0,1.24,1.27,1.28,1.29,1.3,1.32
1.0,1.3,1.31,1.32,1.32,1.33,1.33
1.0,1.25,1.27,1.29,1.3,1.3,1.31
0.84,0.99,1.0,1.15,1.16,1.23,1.25
1.0,1.29,1.29,1.3,1.31,1.32,1.32
1.0,1.28,1.32,1.32,1.33,1.33,1.34
0.96,1.0,1.29,1.29,1.3,1.3,1.33
1.0,1.29,1.31,1.32,1.32,1.32,1.32
1.0,1.27,1.27,1.29,1.3,1.31,1.32
1.0,1.3,1.3,1.3,1.32,1.32,1.32
1.0,1.24,1.32,1.32,1.32,1.33,1.34
0.93,0.93,1.0,1.07,1.07,1.07,1.18
0.0,1.0,1.3,1.33,1.34,1.34,1.35
1.0,1.0,1.17,1.24,1.25,1.25,1.26
1.0,1.23,1.25,1.26,1.28,1.29,1.29
1.0,1.06,1.07,1.15,1.15,1.17,1.19
1.0,1.18,1.26,1.28,1.34,1.35,1.35
1.0,1.28,1.28,1.29,1.29,1.32,1.34
1.0,1.17,1.17,1.19,1.23,1.23,1.27
1.0,1.08,1.19,1.22,1.25,1.25,1.25
1.0,1.33,1.33,1.33,1.34,1.34,1.34
1.0,1.27,1.29,1.32,1.32,1.33,1.34
1.0,1.25,1.26,1.27,1.3,1.31,1.31
0.0,1.0,1.26,1.27,1.3,1.31,1.31
1.0,1.27,1.37,1.41,1.41,1.41,1.41
0.0,1.0,1.31,1.41,1.41,1.41,1.41
1.0,1.19,1.24,1.27,1.29,1.3,1.31
1.0,1.05,1.14,1.41,1.41,1.41,1.41
1.0,1.24,1.33,1.34,1.34,1.34,1.35
0.86,1.0,1.0,1.04,1.05,1.06,1.24
1.0,1.01,1.24,1.26,1.26,1.28,1.31
1.0,1.34,1.35,1.36,1.36,1.36,1.37
1.0,1.07,1.07,1.08,1.25,1.26,1.27
1.0,1.26,1.27,1.28,1.29,1.29,1.3
1.0,1.18,1.3,1.31,1.31,1.32,1.32
1.0,1.01,1.19,1.19,1.2,1.24,1.28
0.71,0.96,1.0,1.03,1.3,1.3,1.3
1.0,1.24,1.24,1.25,1.25,1.25,1.25
1.0,1.08,1.23,1.23,1.3,1.3,1.31
0.0,1.0,1.2,1.28,1.29,1.31,1.31
1.0,1.26,1.27,1.27,1.29,1.3,1.31
1.0,1.11,1.17,1.19,1.21,1.23,1.23
1.0,1.25,1.29,1.29,1.31,1.32,1.32
1.0,1.27,1.29,1.3,1.31,1.32,1.33
1.0,1.18,1.18,1.24,1.24,1.29,1.3
1.0,1.29,1.3,1.31,1.32,1.32,1.34
1.0,1.32,1.32,1.32,1.34,1.34,1.35
1.0,1.24,1.25,1.26,1.29,1.3,1.3
0.96,0.99,1.0,1.0,1.1,1.11,1.19
1.0,1.25,1.26,1.32,1.33,1.34,1.34
1.0,1.26,1.28,1.31,1.31,1.31,1.31
1.0,1.13,1.16,1.17,1.22,1.22,1.23
1.0,1.3,1.31,1.31,1.33,1.34,1.34
1.0,1.28,1.41,1.41,1.41,1.41,1.41
1.0,1.07,1.16,1.2,1.24,1.24,1.28
1.0,1.24,1.29,1.3,1.32,1.32,1.32
1.0,1.14,1.18,1.18,1.24,1.24,1.26
1.0,1.3,1.31,1.32,1.33,1.34,1.35
1.0,1.31,1.32,1.34,1.36,1.36,1.36
1.0,1.28,1.31,1.32,1.32,1.32,1.34
1.0,1.18,1.25,1.26,1.27,1.3,1.31
1.0,1.18,1.2,1.21,1.21,1.28,1.28
1.0,1.25,1.25,1.26,1.28,1.29,1.29
1.0,1.23,1.24,1.24,1.24,1.29,1.29
1.0,1.11,1.25,1.26,1.29,1.29,1.3
1.0,1.05,1.05,1.14,1.21,1.22,1.24
0.95,1.0,1.22,1.31,1.33,1.36,1.36
1.0,1.23,1.24,1.27,1.28,1.28,1.28
1.0,1.25,1.26,1.29,1.29,1.3,1.3
0.95,1.0,1.17,1.31,1.32,1.33,1.33
1.0,1.27,1.28,1.3,1.3,1.3,1.31
0.94,1.0,1.2,1.26,1.27,1.29,1.29
1.0,1.07,1.2,1.28,1.32,1.33,1.33
